,neighborhood,building_class_at_time_of_sale,block,lot,residential_units,tax_class_at_time_of_sale,year_built,sale_price,sale_date,building_class_1,building_class_2
17926,LONG ISLAND CITY,R2,29.0,1704.0,1,2.0,2018-01-01,921516.0,2021-10-06,R,2
17927,LONG ISLAND CITY,R2,29.0,1706.0,1,2.0,2018-01-01,913370.0,2021-07-13,R,2
17928,LONG ISLAND CITY,R2,29.0,1707.0,1,2.0,2018-01-01,1460000.0,2021-04-20,R,2
17929,LONG ISLAND CITY,R2,29.0,1708.0,1,2.0,2018-01-01,903316.0,2021-05-10,R,2
17930,LONG ISLAND CITY,R2,29.0,1709.0,1,2.0,2018-01-01,1507505.0,2021-05-03,R,2
17931,LONG ISLAND CITY,R2,29.0,1710.0,1,2.0,2018-01-01,916425.0,2021-07-28,R,2
17932,LONG ISLAND CITY,R2,29.0,1711.0,1,2.0,2018-01-01,2523224.0,2021-03-25,R,2
17933,LONG ISLAND CITY,R2,29.0,1712.0,1,2.0,2018-01-01,2072818.0,2021-04-27,R,2
17937,LONG ISLAND CITY,R4,15.0,1004.0,1,2.0,2007-01-01,1645000.0,2021-03-30,R,4
17938,LONG ISLAND CITY,R4,15.0,1006.0,1,2.0,2007-01-01,1750000.0,2021-09-27,R,4
17939,LONG ISLAND CITY,R4,15.0,1031.0,1,2.0,2007-01-01,1998000.0,2021-09-17,R,4
17940,LONG ISLAND CITY,R4,15.0,1057.0,1,2.0,2007-01-01,1652500.0,2021-06-24,R,4
17941,LONG ISLAND CITY,R4,16.0,1009.0,1,2.0,1890-01-01,1160000.0,2021-09-01,R,4
17942,LONG ISLAND CITY,R4,16.0,1011.0,1,2.0,1890-01-01,750000.0,2021-09-24,R,4
17943,LONG ISLAND CITY,R4,16.0,1018.0,1,2.0,1890-01-01,1150000.0,2021-06-04,R,4
17944,LONG ISLAND CITY,R4,16.0,1033.0,1,2.0,1890-01-01,750000.0,2021-08-12,R,4
17945,LONG ISLAND CITY,R4,16.0,1040.0,1,2.0,1890-01-01,1425000.0,2021-12-23,R,4
17946,LONG ISLAND CITY,R4,16.0,1042.0,1,2.0,1890-01-01,700000.0,2021-11-23,R,4
17947,LONG ISLAND CITY,R4,16.0,1048.0,1,2.0,1890-01-01,1395000.0,2021-06-22,R,4
17948,LONG ISLAND CITY,R4,16.0,1055.0,1,2.0,1890-01-01,935000.0,2021-04-07,R,4
17949,LONG ISLAND CITY,R4,16.0,1063.0,1,2.0,1890-01-01,1400000.0,2021-05-06,R,4
17950,LONG ISLAND CITY,R4,16.0,1070.0,1,2.0,1890-01-01,870000.0,2021-04-05,R,4
17951,LONG ISLAND CITY,R4,16.0,1149.0,1,2.0,1890-01-01,889000.0,2021-08-27,R,4
17952,LONG ISLAND CITY,R4,16.0,1158.0,1,2.0,1890-01-01,955000.0,2021-08-06,R,4
17953,LONG ISLAND CITY,R4,16.0,1166.0,1,2.0,1890-01-01,1825000.0,2021-02-24,R,4
17954,LONG ISLAND CITY,R4,16.0,1167.0,1,2.0,1890-01-01,930000.0,2021-04-14,R,4
17956,LONG ISLAND CITY,R4,16.0,1211.0,1,2.0,2010-01-01,555000.0,2021-12-28,R,4
17957,LONG ISLAND CITY,R4,16.0,1218.0,1,2.0,2010-01-01,775000.0,2021-04-26,R,4
17958,LONG ISLAND CITY,R4,16.0,1250.0,1,2.0,2010-01-01,525000.0,2021-03-24,R,4
17960,LONG ISLAND CITY,R4,16.0,1253.0,1,2.0,2010-01-01,816750.0,2021-08-25,R,4
17961,LONG ISLAND CITY,R4,16.0,1257.0,1,2.0,2010-01-01,825000.0,2021-07-07,R,4
17962,LONG ISLAND CITY,R4,16.0,1262.0,1,2.0,2010-01-01,1170000.0,2021-04-23,R,4
17963,LONG ISLAND CITY,R4,16.0,1265.0,1,2.0,2010-01-01,1193000.0,2021-05-03,R,4
17965,LONG ISLAND CITY,R4,16.0,1276.0,1,2.0,2010-01-01,850000.0,2021-09-23,R,4
17967,LONG ISLAND CITY,R4,16.0,1284.0,1,2.0,2010-01-01,1360000.0,2021-01-14,R,4
17968,LONG ISLAND CITY,R4,21.0,1026.0,1,2.0,2008-01-01,2100000.0,2021-04-13,R,4
17969,LONG ISLAND CITY,R4,21.0,1027.0,1,2.0,2008-01-01,990000.0,2021-03-16,R,4
17970,LONG ISLAND CITY,R4,21.0,1034.0,1,2.0,2008-01-01,2358000.0,2021-10-12,R,4
17974,LONG ISLAND CITY,R4,21.0,1139.0,1,2.0,2008-01-01,1790000.0,2021-08-09,R,4
17975,LONG ISLAND CITY,R4,21.0,1144.0,1,2.0,2008-01-01,1085000.0,2021-01-08,R,4
17976,LONG ISLAND CITY,R4,30.0,1012.0,1,2.0,2007-01-01,1220000.0,2021-05-15,R,4
17978,LONG ISLAND CITY,R4,30.0,1062.0,1,2.0,2007-01-01,1325000.0,2021-06-11,R,4
17979,LONG ISLAND CITY,R4,30.0,1064.0,1,2.0,2007-01-01,1370000.0,2021-09-08,R,4
17981,LONG ISLAND CITY,R4,30.0,1079.0,1,2.0,2007-01-01,1220000.0,2021-05-28,R,4
17982,LONG ISLAND CITY,R4,30.0,1106.0,1,2.0,2007-01-01,1360000.0,2021-07-01,R,4
17983,LONG ISLAND CITY,R4,30.0,1121.0,1,2.0,2007-01-01,1220000.0,2021-05-15,R,4
17984,LONG ISLAND CITY,R4,30.0,1213.0,1,2.0,1955-01-01,2240000.0,2021-06-01,R,4
17985,LONG ISLAND CITY,R4,30.0,1223.0,1,2.0,1955-01-01,700000.0,2021-07-21,R,4
17986,LONG ISLAND CITY,R4,30.0,1307.0,1,2.0,1931-01-01,1400000.0,2021-07-27,R,4
17987,LONG ISLAND CITY,R4,30.0,1308.0,1,2.0,1931-01-01,1240000.0,2021-06-14,R,4
17988,LONG ISLAND CITY,R4,30.0,1309.0,1,2.0,1931-01-01,650000.0,2021-08-06,R,4
17989,LONG ISLAND CITY,R4,30.0,1311.0,1,2.0,1931-01-01,1225900.0,2021-02-18,R,4
17990,LONG ISLAND CITY,R4,30.0,1312.0,1,2.0,1931-01-01,880000.0,2021-03-24,R,4
17991,LONG ISLAND CITY,R4,30.0,1315.0,1,2.0,1931-01-01,1385000.0,2021-07-06,R,4
17992,LONG ISLAND CITY,R4,30.0,1316.0,1,2.0,1931-01-01,1260000.0,2021-09-02,R,4
17993,LONG ISLAND CITY,R4,30.0,1317.0,1,2.0,1931-01-01,665000.0,2021-08-04,R,4
17994,LONG ISLAND CITY,R4,30.0,1320.0,1,2.0,1931-01-01,850000.0,2021-02-10,R,4
17995,LONG ISLAND CITY,R4,30.0,1321.0,1,2.0,1931-01-01,1320000.0,2021-08-02,R,4
17996,LONG ISLAND CITY,R4,30.0,1324.0,1,2.0,1931-01-01,1230000.0,2021-10-06,R,4
17997,LONG ISLAND CITY,R4,30.0,1325.0,1,2.0,1931-01-01,640000.0,2021-12-10,R,4
17998,LONG ISLAND CITY,R4,30.0,1329.0,1,2.0,1931-01-01,1423500.0,2021-07-06,R,4
17999,LONG ISLAND CITY,R4,30.0,1330.0,1,2.0,1931-01-01,870604.0,2021-04-15,R,4
18000,LONG ISLAND CITY,R4,30.0,1334.0,1,2.0,1931-01-01,1840000.0,2021-05-11,R,4
18001,LONG ISLAND CITY,R4,30.0,1335.0,1,2.0,1931-01-01,981000.0,2021-05-03,R,4
18002,LONG ISLAND CITY,R4,30.0,1336.0,1,2.0,1931-01-01,1329000.0,2021-09-01,R,4
18003,LONG ISLAND CITY,R4,30.0,1337.0,1,2.0,1931-01-01,865000.0,2021-06-28,R,4
18004,LONG ISLAND CITY,R4,30.0,1338.0,1,2.0,1931-01-01,1240000.0,2021-09-30,R,4
18005,LONG ISLAND CITY,R4,30.0,1339.0,1,2.0,1931-01-01,1438787.0,2021-03-16,R,4
18006,LONG ISLAND CITY,R4,30.0,1340.0,1,2.0,1931-01-01,2217749.0,2021-01-08,R,4
18007,LONG ISLAND CITY,R4,30.0,1341.0,1,2.0,1931-01-01,1875000.0,2021-02-19,R,4
18008,LONG ISLAND CITY,R4,33.0,1105.0,1,2.0,2012-01-01,757500.0,2021-02-19,R,4
18009,LONG ISLAND CITY,R4,33.0,1112.0,1,2.0,2012-01-01,575000.0,2021-12-30,R,4
18010,LONG ISLAND CITY,R4,34.0,1010.0,1,2.0,2008-01-01,790000.0,2021-10-14,R,4
18011,LONG ISLAND CITY,R4,34.0,1011.0,1,2.0,2008-01-01,838000.0,2021-09-30,R,4
18012,LONG ISLAND CITY,R4,34.0,1019.0,1,2.0,2008-01-01,1255000.0,2021-07-19,R,4
18013,LONG ISLAND CITY,R4,34.0,1037.0,1,2.0,2008-01-01,785000.0,2021-03-15,R,4
18014,LONG ISLAND CITY,R4,34.0,1038.0,1,2.0,2008-01-01,855000.0,2021-10-25,R,4
18015,LONG ISLAND CITY,R4,34.0,1085.0,1,2.0,2008-01-01,1200000.0,2021-06-29,R,4
18016,LONG ISLAND CITY,R4,34.0,1098.0,1,2.0,2008-01-01,818000.0,2021-08-06,R,4
18017,LONG ISLAND CITY,R4,34.0,1109.0,1,2.0,2008-01-01,1380000.0,2021-04-26,R,4
18019,LONG ISLAND CITY,R4,34.0,1131.0,1,2.0,2008-01-01,1222500.0,2021-03-11,R,4
18020,LONG ISLAND CITY,R4,34.0,1204.0,1,2.0,2010-01-01,1197000.0,2021-09-24,R,4
18021,LONG ISLAND CITY,R4,34.0,1214.0,1,2.0,2010-01-01,740000.0,2021-09-30,R,4
18022,LONG ISLAND CITY,R4,34.0,1220.0,1,2.0,2010-01-01,1162500.0,2021-03-03,R,4
18023,LONG ISLAND CITY,R4,34.0,1232.0,1,2.0,2010-01-01,1450000.0,2021-08-25,R,4
18024,LONG ISLAND CITY,R4,34.0,1235.0,1,2.0,2010-01-01,900000.0,2021-09-27,R,4
18025,LONG ISLAND CITY,R4,34.0,1243.0,1,2.0,2010-01-01,855000.0,2021-02-10,R,4
18026,LONG ISLAND CITY,R4,34.0,1246.0,1,2.0,2010-01-01,793000.0,2021-06-22,R,4
18027,LONG ISLAND CITY,R4,34.0,1258.0,1,2.0,2010-01-01,1217000.0,2021-02-09,R,4
18028,LONG ISLAND CITY,R4,34.0,1260.0,1,2.0,2010-01-01,760000.0,2021-04-15,R,4
18029,LONG ISLAND CITY,R4,34.0,1261.0,1,2.0,2010-01-01,1595000.0,2021-12-17,R,4
18030,LONG ISLAND CITY,R4,40.0,1030.0,1,2.0,2007-01-01,675000.0,2021-02-09,R,4
18031,LONG ISLAND CITY,R4,40.0,1034.0,1,2.0,2007-01-01,785000.0,2021-02-11,R,4
18032,LONG ISLAND CITY,R4,41.0,1005.0,1,2.0,2010-01-01,750000.0,2021-10-18,R,4
18033,LONG ISLAND CITY,R4,41.0,1006.0,1,2.0,2010-01-01,750000.0,2021-02-04,R,4
18034,LONG ISLAND CITY,R4,41.0,1007.0,1,2.0,2010-01-01,885000.0,2021-04-20,R,4
18035,LONG ISLAND CITY,R4,41.0,1020.0,1,2.0,2010-01-01,776000.0,2021-03-11,R,4
18036,LONG ISLAND CITY,R4,41.0,1021.0,1,2.0,2010-01-01,1115000.0,2021-08-23,R,4
18037,LONG ISLAND CITY,R4,41.0,1028.0,1,2.0,2010-01-01,625000.0,2021-04-09,R,4
18038,LONG ISLAND CITY,R4,41.0,1029.0,1,2.0,2010-01-01,730000.0,2021-03-01,R,4
18039,LONG ISLAND CITY,R4,41.0,1034.0,1,2.0,2010-01-01,1110000.0,2021-11-12,R,4
18041,LONG ISLAND CITY,R4,45.0,1004.0,1,2.0,2009-01-01,1062888.0,2021-06-15,R,4
18042,LONG ISLAND CITY,R4,45.0,1007.0,1,2.0,2009-01-01,1120000.0,2021-12-16,R,4
18043,LONG ISLAND CITY,R4,45.0,1102.0,1,2.0,2014-01-01,730000.0,2021-10-05,R,4
18044,LONG ISLAND CITY,R4,45.0,1119.0,1,2.0,2014-01-01,1330000.0,2021-01-27,R,4
18045,LONG ISLAND CITY,R4,47.0,1014.0,1,2.0,1920-01-01,1.0,2021-07-29,R,4
18046,LONG ISLAND CITY,R4,47.0,1017.0,1,2.0,1920-01-01,845000.0,2021-07-28,R,4
18047,LONG ISLAND CITY,R4,48.0,1001.0,1,2.0,2017-01-01,1293000.0,2021-09-02,R,4
18048,LONG ISLAND CITY,R4,48.0,1011.0,1,2.0,2017-01-01,900900.0,2021-04-09,R,4
18049,LONG ISLAND CITY,R4,48.0,1013.0,1,2.0,2017-01-01,799000.0,2021-06-23,R,4
18050,LONG ISLAND CITY,R4,48.0,1014.0,1,2.0,2017-01-01,829874.0,2021-03-15,R,4
18051,LONG ISLAND CITY,R4,48.0,1017.0,1,2.0,2017-01-01,1322500.0,2021-06-07,R,4
18052,LONG ISLAND CITY,R4,48.0,1028.0,1,2.0,2017-01-01,887000.0,2021-05-06,R,4
18053,LONG ISLAND CITY,R4,48.0,1034.0,1,2.0,2017-01-01,849730.0,2021-03-16,R,4
18054,LONG ISLAND CITY,R4,48.0,1039.0,1,2.0,2017-01-01,770000.0,2021-02-26,R,4
18055,LONG ISLAND CITY,R4,48.0,1041.0,1,2.0,2017-01-01,1860000.0,2021-04-21,R,4
18056,LONG ISLAND CITY,R4,52.0,1013.0,1,2.0,2012-01-01,785000.0,2021-10-05,R,4
18057,LONG ISLAND CITY,R4,52.0,1015.0,1,2.0,2012-01-01,790000.0,2021-04-16,R,4
18058,LONG ISLAND CITY,R4,52.0,1042.0,1,2.0,2012-01-01,830000.0,2021-04-13,R,4
18059,LONG ISLAND CITY,R4,52.0,1107.0,1,2.0,2014-01-01,840000.0,2021-10-01,R,4
18060,LONG ISLAND CITY,R4,52.0,1110.0,1,2.0,2014-01-01,834500.0,2021-01-06,R,4
18061,LONG ISLAND CITY,R4,52.0,1113.0,1,2.0,2014-01-01,552500.0,2021-05-06,R,4
18062,LONG ISLAND CITY,R4,52.0,1133.0,1,2.0,2014-01-01,1476463.0,2021-10-20,R,4
18063,LONG ISLAND CITY,R4,52.0,1138.0,1,2.0,2014-01-01,975000.0,2021-10-22,R,4
18064,LONG ISLAND CITY,R4,52.0,1242.0,1,2.0,2018-01-01,1069000.0,2021-08-20,R,4
18065,LONG ISLAND CITY,R4,54.0,1006.0,1,2.0,2016-01-01,1600000.0,2021-07-09,R,4
18066,LONG ISLAND CITY,R4,54.0,1016.0,1,2.0,2016-01-01,1300000.0,2021-08-10,R,4
18067,LONG ISLAND CITY,R4,56.0,1109.0,1,2.0,2016-01-01,845000.0,2021-12-21,R,4
18068,LONG ISLAND CITY,R4,56.0,1111.0,1,2.0,2016-01-01,1125000.0,2021-02-02,R,4
18069,LONG ISLAND CITY,R4,56.0,1112.0,1,2.0,2016-01-01,1395000.0,2021-07-02,R,4
18070,LONG ISLAND CITY,R4,56.0,1114.0,1,2.0,2016-01-01,1150000.0,2021-09-27,R,4
18071,LONG ISLAND CITY,R4,56.0,1121.0,1,2.0,2016-01-01,2066600.0,2021-08-10,R,4
18078,LONG ISLAND CITY,R4,61.0,1061.0,1,2.0,2007-01-01,1495000.0,2021-02-26,R,4
18079,LONG ISLAND CITY,R4,61.0,1068.0,1,2.0,2007-01-01,786000.0,2021-01-25,R,4
18080,LONG ISLAND CITY,R4,62.0,1013.0,1,2.0,2007-01-01,770000.0,2021-07-20,R,4
18081,LONG ISLAND CITY,R4,62.0,1057.0,1,2.0,2007-01-01,700000.0,2021-04-23,R,4
18082,LONG ISLAND CITY,R4,62.0,1078.0,1,2.0,2007-01-01,1610000.0,2021-07-20,R,4
18083,LONG ISLAND CITY,R4,62.0,1085.0,1,2.0,2007-01-01,1837500.0,2021-12-20,R,4
18084,LONG ISLAND CITY,R4,62.0,1110.0,1,2.0,2007-01-01,810000.0,2021-08-13,R,4
18085,LONG ISLAND CITY,R4,62.0,1122.0,1,2.0,2007-01-01,1640000.0,2021-06-14,R,4
18087,LONG ISLAND CITY,R4,72.0,1025.0,1,2.0,2017-01-01,949000.0,2021-05-28,R,4
18088,LONG ISLAND CITY,R4,72.0,1038.0,1,2.0,2017-01-01,1675000.0,2021-05-20,R,4
18089,LONG ISLAND CITY,R4,72.0,1045.0,1,2.0,2017-01-01,1450000.0,2021-09-24,R,4
18090,LONG ISLAND CITY,R4,72.0,1050.0,1,2.0,2017-01-01,1668089.0,2021-03-31,R,4
18091,LONG ISLAND CITY,R4,72.0,1059.0,1,2.0,2017-01-01,900000.0,2021-04-13,R,4
18092,LONG ISLAND CITY,R4,72.0,1060.0,1,2.0,2017-01-01,1720000.0,2021-07-27,R,4
18093,LONG ISLAND CITY,R4,72.0,1066.0,1,2.0,2017-01-01,885000.0,2021-11-17,R,4
18094,LONG ISLAND CITY,R4,72.0,1072.0,1,2.0,2017-01-01,1675000.0,2021-02-23,R,4
18095,LONG ISLAND CITY,R4,72.0,1084.0,1,2.0,2017-01-01,685000.0,2021-08-23,R,4
18096,LONG ISLAND CITY,R4,72.0,1095.0,1,2.0,2017-01-01,650000.0,2021-06-28,R,4
18097,LONG ISLAND CITY,R4,72.0,1096.0,1,2.0,2017-01-01,1465000.0,2021-09-02,R,4
18098,LONG ISLAND CITY,R4,72.0,1111.0,1,2.0,2017-01-01,1465000.0,2021-03-16,R,4
18099,LONG ISLAND CITY,R4,72.0,1119.0,1,2.0,2017-01-01,1295000.0,2021-09-30,R,4
18100,LONG ISLAND CITY,R4,72.0,1124.0,1,2.0,2017-01-01,945000.0,2021-07-28,R,4
18101,LONG ISLAND CITY,R4,72.0,1126.0,1,2.0,2017-01-01,810000.0,2021-08-23,R,4
18102,LONG ISLAND CITY,R4,72.0,1127.0,1,2.0,2017-01-01,688000.0,2021-02-26,R,4
18103,LONG ISLAND CITY,R4,72.0,1128.0,1,2.0,2017-01-01,620000.0,2021-07-19,R,4
18104,LONG ISLAND CITY,R4,72.0,1130.0,1,2.0,2017-01-01,875000.0,2021-07-30,R,4
18105,LONG ISLAND CITY,R4,72.0,1132.0,1,2.0,2017-01-01,1590000.0,2021-09-01,R,4
18106,LONG ISLAND CITY,R4,72.0,1146.0,1,2.0,2017-01-01,1450000.0,2021-09-21,R,4
18107,LONG ISLAND CITY,R4,72.0,1148.0,1,2.0,2017-01-01,885000.0,2021-06-07,R,4
18108,LONG ISLAND CITY,R4,72.0,1151.0,1,2.0,2017-01-01,998000.0,2021-05-21,R,4
18109,LONG ISLAND CITY,R4,72.0,1158.0,1,2.0,2017-01-01,1710000.0,2021-05-18,R,4
18110,LONG ISLAND CITY,R4,72.0,1161.0,1,2.0,2017-01-01,1400000.0,2021-03-11,R,4
18111,LONG ISLAND CITY,R4,72.0,1168.0,1,2.0,2017-01-01,590000.0,2021-06-04,R,4
18112,LONG ISLAND CITY,R4,72.0,1172.0,1,2.0,2017-01-01,2457500.0,2021-07-06,R,4
18113,LONG ISLAND CITY,R4,72.0,1175.0,1,2.0,2017-01-01,892540.0,2021-12-06,R,4
18114,LONG ISLAND CITY,R4,72.0,1176.0,1,2.0,2017-01-01,895000.0,2021-07-30,R,4
18115,LONG ISLAND CITY,R4,72.0,1177.0,1,2.0,2017-01-01,925000.0,2021-08-12,R,4
18116,LONG ISLAND CITY,R4,72.0,1178.0,1,2.0,2017-01-01,1650000.0,2021-07-22,R,4
18117,LONG ISLAND CITY,R4,72.0,1180.0,1,2.0,2017-01-01,1435000.0,2021-11-12,R,4
18118,LONG ISLAND CITY,R4,76.0,1703.0,1,2.0,2018-01-01,1150000.0,2021-05-06,R,4
18119,LONG ISLAND CITY,R4,76.0,1704.0,1,2.0,2018-01-01,1310000.0,2021-08-31,R,4
18120,LONG ISLAND CITY,R4,76.0,1705.0,1,2.0,2018-01-01,1050000.0,2021-05-17,R,4
18121,LONG ISLAND CITY,R4,76.0,1706.0,1,2.0,2018-01-01,725000.0,2021-04-19,R,4
18122,LONG ISLAND CITY,R4,76.0,1707.0,1,2.0,2018-01-01,700000.0,2021-05-10,R,4
18123,LONG ISLAND CITY,R4,76.0,1708.0,1,2.0,2018-01-01,938181.0,2021-09-01,R,4
18124,LONG ISLAND CITY,R4,76.0,1709.0,1,2.0,2018-01-01,800000.0,2021-11-23,R,4
18125,LONG ISLAND CITY,R4,76.0,1710.0,1,2.0,2018-01-01,750000.0,2021-06-17,R,4
18126,LONG ISLAND CITY,R4,76.0,1711.0,1,2.0,2018-01-01,1191657.0,2021-10-14,R,4
18127,LONG ISLAND CITY,R4,76.0,1712.0,1,2.0,2018-01-01,1175000.0,2021-06-21,R,4
18128,LONG ISLAND CITY,R4,76.0,1713.0,1,2.0,2018-01-01,1275000.0,2021-06-15,R,4
18129,LONG ISLAND CITY,R4,76.0,1714.0,1,2.0,2018-01-01,1075000.0,2021-07-07,R,4
18130,LONG ISLAND CITY,R4,76.0,1715.0,1,2.0,2018-01-01,775000.0,2021-04-16,R,4
18131,LONG ISLAND CITY,R4,76.0,1716.0,1,2.0,2018-01-01,760000.0,2021-07-16,R,4
18132,LONG ISLAND CITY,R4,76.0,1717.0,1,2.0,2018-01-01,950000.0,2021-06-17,R,4
18133,LONG ISLAND CITY,R4,76.0,1718.0,1,2.0,2018-01-01,700000.0,2021-06-17,R,4
18134,LONG ISLAND CITY,R4,76.0,1719.0,1,2.0,2018-01-01,775000.0,2021-05-21,R,4
18135,LONG ISLAND CITY,R4,76.0,1720.0,1,2.0,2018-01-01,1210000.0,2021-07-23,R,4
18136,LONG ISLAND CITY,R4,76.0,1721.0,1,2.0,2018-01-01,1200000.0,2021-05-20,R,4
18137,LONG ISLAND CITY,R4,76.0,1722.0,1,2.0,2018-01-01,1310000.0,2021-07-13,R,4
18138,LONG ISLAND CITY,R4,76.0,1723.0,1,2.0,2018-01-01,1100000.0,2021-04-26,R,4
18139,LONG ISLAND CITY,R4,76.0,1724.0,1,2.0,2018-01-01,800000.0,2021-06-28,R,4
18140,LONG ISLAND CITY,R4,76.0,1725.0,1,2.0,2018-01-01,775000.0,2021-04-30,R,4
18141,LONG ISLAND CITY,R4,76.0,1726.0,1,2.0,2018-01-01,950000.0,2021-05-19,R,4
18142,LONG ISLAND CITY,R4,76.0,1727.0,1,2.0,2018-01-01,692410.0,2021-07-15,R,4
18143,LONG ISLAND CITY,R4,76.0,1728.0,1,2.0,2018-01-01,814600.0,2021-05-10,R,4
18144,LONG ISLAND CITY,R4,76.0,1729.0,1,2.0,2018-01-01,1257539.0,2021-07-22,R,4
18145,LONG ISLAND CITY,R4,76.0,1730.0,1,2.0,2018-01-01,1272813.0,2021-04-23,R,4
18146,LONG ISLAND CITY,R4,76.0,1731.0,1,2.0,2018-01-01,1350000.0,2021-06-09,R,4
18147,LONG ISLAND CITY,R4,76.0,1732.0,1,2.0,2018-01-01,1150000.0,2021-05-05,R,4
18148,LONG ISLAND CITY,R4,76.0,1733.0,1,2.0,2018-01-01,850000.0,2021-05-18,R,4
18149,LONG ISLAND CITY,R4,76.0,1734.0,1,2.0,2018-01-01,840056.0,2021-04-16,R,4
18150,LONG ISLAND CITY,R4,76.0,1735.0,1,2.0,2018-01-01,967338.0,2021-04-14,R,4
18151,LONG ISLAND CITY,R4,76.0,1736.0,1,2.0,2018-01-01,745823.0,2021-08-06,R,4
18152,LONG ISLAND CITY,R4,76.0,1737.0,1,2.0,2018-01-01,840056.0,2021-06-18,R,4
18153,LONG ISLAND CITY,R4,76.0,1738.0,1,2.0,2018-01-01,1270000.0,2021-09-02,R,4
18154,LONG ISLAND CITY,R4,76.0,1739.0,1,2.0,2018-01-01,1285000.0,2021-10-19,R,4
18155,LONG ISLAND CITY,R4,76.0,1740.0,1,2.0,2018-01-01,1400094.0,2021-05-21,R,4
18156,LONG ISLAND CITY,R4,76.0,1741.0,1,2.0,2018-01-01,1175000.0,2021-05-18,R,4
18157,LONG ISLAND CITY,R4,76.0,1742.0,1,2.0,2018-01-01,875000.0,2021-04-27,R,4
18158,LONG ISLAND CITY,R4,76.0,1743.0,1,2.0,2018-01-01,865513.0,2021-05-28,R,4
18159,LONG ISLAND CITY,R4,76.0,1744.0,1,2.0,2018-01-01,1050000.0,2021-05-18,R,4
18160,LONG ISLAND CITY,R4,76.0,1745.0,1,2.0,2018-01-01,800000.0,2021-05-17,R,4
18161,LONG ISLAND CITY,R4,76.0,1746.0,1,2.0,2018-01-01,860000.0,2021-08-04,R,4
18162,LONG ISLAND CITY,R4,76.0,1747.0,1,2.0,2018-01-01,1285000.0,2021-08-17,R,4
18163,LONG ISLAND CITY,R4,76.0,1748.0,1,2.0,2018-01-01,1333908.0,2021-12-13,R,4
18164,LONG ISLAND CITY,R4,76.0,1749.0,1,2.0,2018-01-01,1433000.0,2021-07-28,R,4
18165,LONG ISLAND CITY,R4,76.0,1750.0,1,2.0,2018-01-01,1221900.0,2021-04-14,R,4
18166,LONG ISLAND CITY,R4,76.0,1751.0,1,2.0,2018-01-01,900000.0,2021-06-29,R,4
18167,LONG ISLAND CITY,R4,76.0,1752.0,1,2.0,2018-01-01,875000.0,2021-05-05,R,4
18168,LONG ISLAND CITY,R4,76.0,1753.0,1,2.0,2018-01-01,1075000.0,2021-05-20,R,4
18169,LONG ISLAND CITY,R4,76.0,1754.0,1,2.0,2018-01-01,850000.0,2021-07-16,R,4
18170,LONG ISLAND CITY,R4,76.0,1755.0,1,2.0,2018-01-01,875000.0,2021-07-27,R,4
18171,LONG ISLAND CITY,R4,76.0,1756.0,1,2.0,2018-01-01,1300000.0,2021-05-14,R,4
18172,LONG ISLAND CITY,R4,76.0,1757.0,1,2.0,2018-01-01,1975000.0,2021-04-22,R,4
18173,LONG ISLAND CITY,R4,76.0,1758.0,1,2.0,2018-01-01,1225000.0,2021-04-27,R,4
18174,LONG ISLAND CITY,R4,76.0,1760.0,1,2.0,2018-01-01,1018245.0,2021-04-23,R,4
18175,LONG ISLAND CITY,R4,76.0,1761.0,1,2.0,2018-01-01,900000.0,2021-05-24,R,4
18176,LONG ISLAND CITY,R4,76.0,1762.0,1,2.0,2018-01-01,1629200.0,2021-05-12,R,4
18177,LONG ISLAND CITY,R4,76.0,1763.0,1,2.0,2018-01-01,1925000.0,2021-04-15,R,4
18178,LONG ISLAND CITY,R4,76.0,1764.0,1,2.0,2018-01-01,1272813.0,2021-05-07,R,4
18179,LONG ISLAND CITY,R4,76.0,1765.0,1,2.0,2018-01-01,1775000.0,2021-04-30,R,4
18180,LONG ISLAND CITY,R4,76.0,1766.0,1,2.0,2018-01-01,1135000.0,2021-07-30,R,4
18181,LONG ISLAND CITY,R4,76.0,1767.0,1,2.0,2018-01-01,1425000.0,2021-06-11,R,4
18182,LONG ISLAND CITY,R4,76.0,1768.0,1,2.0,2018-01-01,2050000.0,2021-04-29,R,4
18183,LONG ISLAND CITY,R4,76.0,1769.0,1,2.0,2018-01-01,1325000.0,2021-05-24,R,4
18184,LONG ISLAND CITY,R4,76.0,1771.0,1,2.0,2018-01-01,1175000.0,2021-05-06,R,4
18185,LONG ISLAND CITY,R4,76.0,1772.0,1,2.0,2018-01-01,1460000.0,2021-07-22,R,4
18186,LONG ISLAND CITY,R4,78.0,1009.0,1,2.0,2017-01-01,735000.0,2021-01-15,R,4
18187,LONG ISLAND CITY,R4,78.0,1014.0,1,2.0,2017-01-01,802000.0,2021-06-01,R,4
18188,LONG ISLAND CITY,R4,78.0,1020.0,1,2.0,2017-01-01,1630000.0,2021-06-15,R,4
18189,LONG ISLAND CITY,R4,78.0,1110.0,1,2.0,2018-01-01,1500000.0,2021-06-17,R,4
18190,LONG ISLAND CITY,R4,78.0,1123.0,1,2.0,2018-01-01,950000.0,2021-03-26,R,4
18191,LONG ISLAND CITY,R4,78.0,1125.0,1,2.0,2018-01-01,1500000.0,2021-11-01,R,4
18192,LONG ISLAND CITY,R4,78.0,1127.0,1,2.0,2018-01-01,963000.0,2021-12-14,R,4
